pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Soil_Texture,Rainfall_mm,Temperature_C,Market_Price_KES,Farm_Size_ha,Irrigation,Input_Budget_KES,Farmer_Profile,Sub_County,Season,Humidity_pct,market_signal,Recommended_Crop
6.10089,0.119016,8.258317,120.819229,1.694801,Loamy,414.0,20.0,7988.66,0.6114057577498025,0,6333.440434033684,Subsistence,Ugunja,dry,83.0,fair,Beans
6.107847,0.112316,12.076945,94.864487,1.544292,Loamy,279.0,20.0,8336.14,0.7703345506776381,1,8390.811368083943,Mixed,Ugunja,dry,81.0,fair,Beans
5.948271,0.111278,14.590825,85.670557,1.879852,Clayey,0.0,20.4,8198.14,1.0155567025276029,1,7975.643502166369,Mixed,Ugunja,dry,76.0,fair,Beans
5.826816,0.102872,12.384432,94.528239,1.619881,Loamy,153.0,20.3,7919.12,1.7468231931809874,1,11016.673511905456,Mixed,Ugunja,dry,81.0,fair,Beans
6.006129,0.129257,13.071526,125.772042,1.593658,Loamy,1008.0,19.3,8458.86,1.369136454291851,0,11077.80595904533,Mixed,Ugunja,dry,86.0,fair,Beans
5.977288,0.119063,13.648831,94.447177,1.208742,Sandy,648.0,19.1,8233.62,0.8151155291330946,0,6679.240603342432,Subsistence,Ugunja,dry,88.0,fair,Beans
5.817644,0.103396,11.76056,106.670057,1.673937,Clayey,675.0,19.2,8145.0,3.970101940580051,0,21888.223816803576,Commercial,Ugunja,dry,88.0,fair,Beans
5.780302,0.128329,10.109677,111.66248,1.65582,Loamy,18.0,19.8,8311.82,2.21374709905825,1,16008.161306359598,Progressive,Ugunja,dry,82.0,fair,Millet
6.472462,0.10142,11.537074,106.327826,1.914733,Loamy,72.0,20.1,8056.16,3.9145096606635046,1,24400.01505141153,Commercial,Ugunja,dry,78.0,fair,Beans
6.115156,0.113642,11.972241,110.137094,1.384005,Loamy,261.0,20.2,7988.34,0.6147325697519457,1,8872.191701434404,Mixed,Ugunja,dry,77.0,fair,Beans
6.075568,0.1184,16.329512,97.985257,1.608281,Loamy,567.0,19.7,8109.81,3.03980223414332,0,16179.311736130165,Mixed,Ugunja,dry,81.0,fair,Beans
5.690063,0.133173,9.577804,91.621044,1.872132,Clayey,81.0,20.2,8506.78,1.451366444537019,1,12856.196419362132,Progressive,Ugunja,dry,80.0,fair,Millet
5.835352,0.102336,8.356829,102.886157,1.319707,Loamy,324.0,20.1,8244.51,1.279212479302842,1,8760.136535233116,Mixed,Ugunja,dry,84.0,fair,Beans
5.908925,0.095699,13.075055,119.332783,1.42972,Clayey,855.0,19.9,8075.75,1.588279603279137,0,11970.428490216238,Mixed,Ugunja,dry,85.0,fair,Beans
5.815109,0.119615,10.593529,84.959837,1.5243,Loamy,189.0,20.4,8352.33,1.0900917900001106,1,12748.813283178402,Progressive,Ugunja,dry,80.0,fair,Beans
5.853993,0.120285,11.190218,113.967546,1.91727,Loamy,900.0,20.3,8059.84,1.4559269047521848,0,8871.365146953352,Mixed,Ugunja,dry,82.0,fair,Beans
5.85213,0.122584,9.197775,109.548669,1.673116,Sandy,261.0,20.1,8307.31,2.565464953304744,1,16458.96112837035,Progressive,Ugunja,dry,81.0,fair,Beans
6.064642,0.121206,6.154511,111.948884,1.624193,Sandy,72.0,20.6,8160.12,0.5650926143348732,1,8478.231603250206,Mixed,Ugunja,dry,81.0,fair,Beans
6.013122,0.113099,12.213373,117.722366,1.686139,Sandy,387.0,20.0,7994.83,3.4164523846906043,1,19881.3824489268,Commercial,Ugunja,dry,84.0,fair,Beans
6.240726,0.119497,11.325061,119.205572,1.679294,Sandy,234.0,19.7,8016.55,1.9233014977374057,1,13923.114539845255,Progressive,Ugunja,dry,82.0,fair,Beans
6.068026,0.139587,11.102157,100.183531,1.733231,Sandy,36.0,20.7,7955.88,1.4809545999128195,1,11242.936070422838,Mixed,Ugunja,dry,71.0,fair,Beans
6.015771,0.111719,11.19426,106.754861,1.499665,Loamy,549.0,19.9,8307.68,2.5510856741700696,0,14151.53882661638,Mixed,Ugunja,dry,82.0,fair,Beans
5.94261,0.159252,12.632419,91.64683,1.658451,Loamy,0.0,20.5,7949.4,1.8949330253891568,1,17445.17567662744,Progressive,Ugunja,dry,76.0,fair,Beans
5.656891,0.110344,10.293263,110.160177,1.82817,Loamy,45.0,20.6,7919.87,1.2219482728797295,1,11269.58946612676,Mixed,Ugunja,dry,74.0,fair,Millet
6.191948,0.138973,8.040823,104.511489,1.826898,Loamy,972.0,19.9,8512.56,1.049290850510424,0,5498.774155042255,Subsistence,Ugunja,dry,81.0,fair,Beans
6.232708,0.135512,12.217395,101.928284,1.137696,Clayey,171.0,20.0,7986.3,3.4204290304862126,1,19663.55441845984,Commercial,Ugunja,dry,83.0,fair,Beans
5.764517,0.125337,9.845589,98.602206,1.523385,Clayey,162.0,20.5,8357.32,0.7268082835301524,1,8520.444802308626,Mixed,Ugunja,dry,78.0,fair,Millet
6.125245,0.105078,14.519237,122.01014,1.729692,Loamy,126.0,20.6,7903.38,1.4156779849598211,1,13890.533250650931,Progressive,Ugunja,dry,79.0,fair,Beans
6.035607,0.113917,6.114094,121.941416,1.68048,Loamy,252.0,20.4,8170.72,0.7532055049203258,1,10911.924088048996,Mixed,Ugunja,dry,80.0,fair,Beans
6.17786,0.139105,12.931983,114.515181,1.888105,Clayey,342.0,20.2,8064.34,2.021115467793597,1,14604.546042840411,Progressive,Ugunja,dry,81.0,fair,Beans
5.926058,0.118622,10.663187,86.735143,1.331332,Sandy,324.0,20.2,8507.76,1.4911328956655678,1,10880.82759957702,Mixed,Ugunja,dry,82.0,fair,Beans
6.222907,0.093593,10.718259,111.503822,1.884859,Loamy,306.0,20.2,8485.02,0.8189349824963574,1,9699.10077982954,Mixed,Ugunja,dry,78.0,fair,Beans
5.893423,0.145173,12.462322,91.430547,1.230345,Loamy,378.0,20.2,8057.29,0.9981226115164228,1,9119.448409992328,Mixed,Ugunja,dry,78.0,fair,Beans
6.165241,0.09376,10.129321,108.464948,1.533486,Loamy,135.0,20.0,8475.19,1.6049492978617386,1,13093.334512217876,Progressive,Ugunja,dry,79.0,fair,Beans
5.710981,0.147804,14.219752,119.951402,1.866371,Clayey,396.00000000000006,20.4,8521.35,1.8189137997413127,1,14813.230472153407,Progressive,Ugunja,dry,78.0,fair,Millet
6.079104,0.138815,11.580559,74.939731,1.596984,Clayey,414.0,20.5,8377.09,0.5727370602117704,0,5885.407501325524,Subsistence,Ugunja,dry,78.0,fair,Beans
5.818334,0.123131,9.846498,85.968386,1.725922,Loamy,0.0,20.7,8054.41,1.0867361407949627,1,10787.439858189977,Mixed,Ugunja,dry,69.0,fair,Beans
6.081718,0.116844,10.711145,104.959196,1.605103,Sandy,198.00000000000003,20.4,7933.36,1.7047790771169142,1,14059.09295268638,Progressive,Ugunja,dry,79.0,fair,Beans
6.164127,0.096216,9.489369,113.022326,1.578897,Loamy,711.0,20.3,8403.98,2.942055637250801,0,17155.037544131752,Mixed,Ugunja,dry,79.0,fair,Beans
5.91978,0.083542,12.306938,110.534229,1.645384,Clayey,540.0,20.0,8501.28,2.426416623224916,0,12397.11801319724,Mixed,Ugunja,dry,80.0,fair,Beans
5.941682,0.130171,10.413711,106.631426,1.747024,Clayey,216.0,20.2,8244.55,1.237905673503619,1,11119.466869373491,Mixed,Ugunja,dry,77.0,fair,Beans
5.778342,0.121335,10.438277,112.864801,1.419581,Loamy,279.0,20.5,8247.01,2.636701760127561,1,13523.305837735936,Progressive,Ugunja,dry,77.0,fair,Millet
6.161485,0.137975,7.832768,111.404536,1.749235,Sandy,1323.0,20.0,8379.61,1.3313123770494777,0,10156.040321195713,Mixed,Ugunja,dry,85.0,fair,Beans
5.652714,0.11192,7.721013,111.535993,1.557601,Sandy,261.0,19.7,8084.03,0.309238175298333,1,8308.230501877104,Mixed,Ugunja,dry,82.0,fair,Millet
6.123696,0.1286,11.531973,102.923053,1.58529,Loamy,459.0,19.8,8117.85,3.3176458058317686,0,18654.604832350407,Commercial,Ugunja,dry,84.0,fair,Beans
6.150699,0.101772,11.503573,117.400745,1.591034,Sandy,630.0,19.5,8211.94,1.9896935424146844,0,12942.362107335404,Mixed,Ugunja,dry,84.0,fair,Beans
5.779721,0.113993,9.277122,95.175959,1.510959,Loamy,189.0,19.7,7980.88,1.7294234539121505,1,13616.132173210955,Progressive,Ugunja,dry,86.0,fair,Millet
6.001505,0.118505,12.050046,95.001299,1.499408,Sandy,756.0,19.6,8323.42,1.5750339428715248,0,11507.919988333257,Mixed,Ugunja,dry,83.0,fair,Beans
5.926411,0.114371,10.720197,115.863266,1.614863,Sandy,1026.0,19.2,7903.95,1.835675735235469,0,10828.062402267438,Mixed,Ugunja,dry,86.0,fair,Beans
5.736902,0.128215,8.182809,103.229432,1.669508,Loamy,207.0,19.7,8130.16,1.5742802604066637,1,11833.569984330949,Mixed,Ugunja,dry,83.0,fair,Millet
6.121329,0.107923,13.397884,95.416561,1.773672,Sandy,387.0,19.8,8073.91,1.349401442838644,1,11811.86430811934,Mixed,Ugunja,dry,81.0,fair,Beans
6.341198,0.130347,10.316456,109.552617,1.583039,Clayey,36.0,20.0,8419.77,1.1167094787454046,1,12186.483118354266,Progressive,Ugunja,dry,78.0,fair,Beans
6.086213,0.136072,9.251054,107.826534,1.480186,Loamy,459.0,19.8,8321.47,1.6323407678376929,0,11684.866686202233,Mixed,Ugunja,dry,81.0,fair,Beans
6.087665,0.137613,8.538852,98.231085,1.675614,Sandy,477.0,19.8,7925.65,0.991771496909044,0,9219.72616239042,Mixed,Ugunja,dry,82.0,fair,Beans
5.631954,0.141131,10.169515,94.128791,1.617602,Loamy,297.0,20.1,8324.81,0.8658138492297104,1,9272.362258681527,Mixed,Ugunja,dry,79.0,fair,Millet
5.992952,0.146034,10.36888,115.537144,1.891876,Sandy,306.0,19.5,8511.01,1.804522690533052,1,13696.578648778788,Progressive,Ugunja,dry,82.0,fair,Beans
5.968543,0.131733,8.51557,106.074726,1.674878,Loamy,387.0,19.6,8292.62,2.610646336948825,1,16870.76635493977,Progressive,Ugunja,dry,75.0,fair,Beans
6.065005,0.138633,7.599651,100.175819,1.619905,Loamy,0.0,20.4,8208.83,1.0366335319701083,1,8844.953488145915,Mixed,Ugunja,dry,66.0,fair,Beans
5.974193,0.102405,12.529103,112.196633,1.487632,Loamy,18.0,20.5,8056.67,1.134772460998385,1,11127.576158412405,Mixed,Ugunja,dry,71.0,fair,Beans
6.165838,0.101091,9.597904,84.761911,1.698913,Loamy,1071.0,19.2,8145.16,0.6493101156061722,0,6715.57572301535,Subsistence,Ugunja,dry,83.0,fair,Beans
6.346843,0.143651,11.342211,104.490594,1.804635,Loamy,0.0,19.6,8095.56,0.7910365871141143,1,10373.980455580564,Mixed,Ugunja,dry,80.0,fair,Beans
5.868957,0.111403,9.518677,108.066608,1.953513,Clayey,0.0,20.7,8430.63,0.8067420714120773,1,7575.23532722794,Mixed,Ugunja,dry,73.0,fair,Beans
5.753244,0.113124,12.740826,93.39878,1.666258,Loamy,0.0,20.9,7970.44,2.6028806986977218,1,16353.66970017368,Progressive,Ugunja,dry,75.0,fair,Millet
6.518315,0.120646,6.770806,112.962106,1.572671,Loamy,603.0,20.0,8334.77,0.6357737111733003,0,4647.804815232423,Subsistence,Ugunja,dry,82.0,fair,Beans
5.91956,0.111239,7.565245,107.030515,1.499869,Loamy,720.0,19.9,8016.31,1.9912696481802687,0,13033.441393838462,Mixed,Ugunja,dry,80.0,fair,Beans
5.732065,0.125209,11.402527,100.293446,2.077643,Clayey,315.0,20.6,8357.22,1.3662828802285163,1,12713.181435693035,Progressive,Ugunja,dry,76.0,fair,Millet
6.078036,0.120387,11.047217,93.298451,1.32566,Loamy,18.0,20.6,8398.95,2.1484730984700366,1,15480.923624216484,Progressive,Ugunja,dry,79.0,fair,Beans
6.187111,0.13975,6.536087,108.259096,1.168362,Sandy,288.0,20.8,8099.15,2.876044923197034,1,20439.441837794297,Progressive,Ugunja,dry,79.0,fair,Beans
6.030927,0.117226,13.572745,121.895301,1.807034,Sandy,1224.0,20.0,8238.91,1.544084704987302,0,11346.362915104111,Mixed,Ugunja,dry,85.0,fair,Beans
6.073065,0.102987,14.16259,72.175067,1.435481,Loamy,135.0,20.4,8220.45,2.827918881438608,1,16823.918812290554,Progressive,Ugunja,dry,85.0,fair,Beans
5.951346,0.133862,10.625552,122.527656,1.367224,Clayey,684.0,20.9,8446.65,3.5110825762242537,0,20407.05069120717,Commercial,Ugunja,dry,81.0,fair,Beans
6.026508,0.128423,11.3631,93.097571,1.420547,Loamy,1035.0,20.7,8454.59,3.1585080907788288,0,19935.86489963464,Commercial,Ugunja,dry,81.0,fair,Beans
5.855073,0.12223,6.936754,103.09131,1.47675,Clayey,504.0,20.8,8253.55,1.1056823998693377,0,9663.897061329017,Mixed,Ugunja,dry,79.0,fair,Beans
6.234105,0.123525,10.46961,112.814191,1.939231,Loamy,540.0,21.0,8290.43,0.5632065715371892,0,5681.650684007564,Subsistence,Ugunja,dry,75.0,fair,Beans
5.972905,0.116361,14.319079,92.587008,1.836827,Loamy,216.0,20.7,8516.27,1.4697323448620652,1,11396.857725070658,Mixed,Ugunja,dry,81.0,fair,Beans
6.186248,0.111981,9.44969,88.108589,1.585874,Loamy,180.0,20.9,8314.7,1.7207544836326514,1,13652.342101357535,Progressive,Ugunja,dry,79.0,fair,Beans
6.217085,0.09144,10.892867,77.764809,1.028378,Loamy,864.0,20.8,8436.61,0.5679231545036,0,6103.127643999011,Subsistence,Ugunja,dry,82.0,fair,Beans
6.361787,0.131491,9.872185,112.569009,1.4726,Loamy,261.0,21.5,8175.09,1.6189273817429308,1,14104.12736354332,Progressive,Ugunja,dry,75.0,fair,Beans
5.823942,0.129192,9.075082,103.863429,1.328593,Loamy,36.0,21.8,8013.13,0.4115502607166397,1,7452.7709371944675,Mixed,Ugunja,dry,76.0,fair,Beans
5.863818,0.10517,9.463217,109.389614,1.55673,Sandy,657.0,21.2,8231.2,3.5036936703552315,0,19938.00203280602,Commercial,Ugunja,dry,80.0,fair,Beans
6.078541,0.134579,13.008264,111.837867,1.748379,Loamy,837.0000000000001,20.9,7964.49,2.0102489398703285,0,13480.054761976457,Mixed,Ugunja,dry,80.0,fair,Beans
5.837465,0.110365,12.72974,104.801025,1.419478,Loamy,810.0,20.2,7889.18,1.0249640212407725,0,6841.428881892325,Subsistence,Ugunja,dry,83.0,fair,Beans
5.755288,0.122272,11.529874,115.837269,2.075517,Loamy,144.0,20.6,8369.33,1.6751180583325815,1,12933.586884003302,Progressive,Ugunja,dry,77.0,fair,Millet
6.016885,0.157923,15.021401,115.448535,1.459186,Loamy,270.0,21.4,8386.59,1.786208802634856,1,14750.463329101984,Progressive,Ugunja,dry,76.0,fair,Beans
6.108273,0.101858,13.240231,109.64071,1.353799,Loamy,774.0,21.0,7908.55,2.016000425861228,0,12497.591938621676,Mixed,Ugunja,dry,77.0,fair,Beans
5.983399,0.131403,6.138467,94.412963,1.779564,Loamy,882.0000000000001,21.0,8198.13,1.6259396374325288,0,11440.751057371655,Mixed,Ugunja,dry,77.0,fair,Beans
6.205357,0.140756,10.42201,111.129586,1.413547,Sandy,306.0,21.0,8315.39,2.563547370802372,1,16970.592445077757,Progressive,Ugunja,dry,79.0,fair,Beans
5.891995,0.118796,9.68822,84.708486,1.690361,Loamy,450.0,20.5,7964.09,0.8111652913159042,0,6605.322860636337,Subsistence,Ugunja,dry,78.0,fair,Beans
6.217826,0.150806,10.156824,109.575585,1.093015,Sandy,72.0,20.6,8173.42,1.466432103832038,1,14232.335751118848,Progressive,Ugunja,dry,77.0,fair,Beans
5.783021,0.118976,12.162061,96.30915,1.534471,Loamy,90.0,21.1,8444.49,3.971177545727618,1,21776.80422478952,Commercial,Ugunja,dry,72.0,fair,Millet
5.912926,0.131264,12.434165,124.292433,1.676009,Loamy,36.0,21.1,8357.45,1.306163790692623,1,10372.401623623024,Mixed,Ugunja,dry,72.0,fair,Beans
5.915864,0.108755,14.705689,100.47418,1.901714,Clayey,1854.0,20.5,8280.8,1.7780569382470273,0,12932.216719224038,Mixed,Ugunja,dry,82.0,fair,Beans
6.075386,0.131265,9.90333,83.421847,1.633071,Loamy,540.0,20.6,8044.57,0.9347014179343486,0,7471.288822155397,Subsistence,Ugunja,dry,79.0,fair,Beans
6.377363,0.120474,11.293075,96.298015,1.744116,Loamy,180.0,21.1,7919.81,4.814193418846902,1,26309.62592360095,Commercial,Ugunja,dry,75.0,fair,Beans
5.985788,0.132645,10.143917,96.348776,1.648792,Loamy,18.0,21.7,8364.12,1.8191094310525937,1,14150.221717667042,Progressive,Ugunja,dry,73.0,fair,Beans
6.170659,0.121717,10.939967,110.283828,1.469482,Loamy,297.0,21.8,7998.99,0.815029470392722,1,10646.389482230406,Mixed,Ugunja,dry,71.0,fair,Beans
5.772337,0.09936,14.299098,117.245536,1.665316,Loamy,801.0,20.6,7964.88,2.764862410542297,0,13294.18850142668,Mixed,Ugunja,dry,80.0,fair,Millet
6.226045,0.103439,11.894891,96.879162,1.56593,Loamy,117.0,20.9,8191.76,0.8975597810446456,1,9595.460253836243,Mixed,Ugunja,dry,78.0,fair,Beans
6.085404,0.132609,12.473523,107.16626,1.699357,Loamy,0.0,21.5,8244.48,2.23798334122156,1,15043.34323863078,Progressive,Ugunja,dry,73.0,fair,Beans
6.54759,0.113876,6.835566,96.3427,1.622438,Loamy,135.0,21.2,8280.25,2.679383912755965,1,17202.66258427898,Progressive,Ugunja,dry,75.0,fair,Beans
5.824918,0.113139,11.085041,92.03784,2.025577,Sandy,279.0,20.8,8366.53,4.499079385108641,1,25823.544565128548,Commercial,Ugunja,dry,78.0,fair,Beans
6.130409,0.097939,9.70155,121.859531,1.452633,Sandy,0.0,21.5,8183.98,1.7619101308745904,1,15174.183762637402,Progressive,Ugunja,dry,72.0,fair,Beans
5.731434,0.089965,11.050694,82.822613,1.716029,Loamy,1197.0,21.0,8299.66,1.608657026235495,0,11198.540797468237,Mixed,Ugunja,dry,84.0,fair,Millet
6.120143,0.133493,12.686885,105.619108,1.865683,Loamy,360.0,20.6,8502.61,0.5466256383657895,1,7367.480161480053,Mixed,Ugunja,dry,85.0,fair,Beans
5.898888,0.14212,8.947544,95.683539,2.049688,Sandy,342.0,20.7,8389.05,1.2368049188171777,1,11470.211218678169,Mixed,Ugunja,dry,77.0,fair,Beans
5.875645,0.133217,12.232499,114.870995,1.160635,Loamy,702.0,20.4,8141.98,1.0817540176731693,0,9437.802263160884,Mixed,Ugunja,dry,81.0,fair,Beans
5.87142,0.112978,9.301347,111.926599,1.69317,Sandy,684.0,20.6,7982.22,1.4276185249821474,0,10534.052677925918,Mixed,Ugunja,dry,82.0,fair,Beans
5.478432,0.13561,11.460256,117.79186,1.436174,Loamy,342.0,20.8,7918.75,1.1966846349669131,1,12296.571221640042,Progressive,Ugunja,dry,81.0,fair,Millet
5.937947,0.126792,11.262023,94.909276,1.738817,Loamy,549.0,20.4,7897.88,2.360393005923472,0,13301.616627096066,Mixed,Ugunja,dry,84.0,fair,Beans
5.964849,0.118169,13.435929,119.186463,1.565567,Loamy,972.0,20.1,8207.58,1.1723703925702824,0,8379.254766660128,Subsistence,Ugunja,dry,85.0,fair,Beans
5.847174,0.111502,10.518358,103.490569,1.474701,Loamy,630.0,20.4,8434.43,2.0082759140545483,0,12846.454742032638,Mixed,Ugunja,dry,83.0,fair,Beans
5.917768,0.120405,9.683516,107.721052,1.679607,Sandy,207.0,21.1,8429.8,1.4768692045128904,1,13587.12612494853,Progressive,Ugunja,dry,77.0,fair,Beans
6.036401,0.099547,9.546699,96.069075,1.622069,Sandy,918.0,20.0,8280.08,1.1344805141236105,0,11036.757356971266,Mixed,Ugunja,dry,87.0,fair,Beans
6.039946,0.118841,13.470098,99.07768,1.671166,Clayey,603.0,20.7,8282.71,1.08213140665305,0,9393.668260997933,Mixed,Ugunja,dry,81.0,fair,Beans
6.269227,0.138231,8.418713,107.001111,1.490244,Clayey,468.0,20.9,8067.89,1.770308226545635,0,12027.211634284202,Mixed,Ugunja,dry,70.0,fair,Beans
6.11377,0.145229,9.932639,105.469116,1.236767,Sandy,243.00000000000003,21.1,8310.86,3.1988140812834223,1,18300.02434250731,Commercial,Ugunja,dry,69.0,fair,Beans
5.827597,0.123367,10.656575,107.568213,1.577093,Loamy,1017.0,20.8,8061.87,1.0724696555598074,0,9579.21732092138,Mixed,Ugunja,dry,76.0,fair,Beans
5.836144,0.124856,9.266427,112.959089,1.662661,Sandy,1071.0,20.4,8464.76,1.6075642811634443,0,9598.767554984785,Mixed,Ugunja,dry,81.0,fair,Beans
6.335209,0.151702,8.828343,93.176087,1.725583,Loamy,477.0,21.1,7874.35,2.0169692590342043,0,13967.39766934653,Mixed,Ugunja,short_rains,73.0,fair,Beans
6.214055,0.13112,13.316043,106.233688,1.751009,Loamy,657.0,21.4,8407.59,1.5522364715491732,0,10927.01120790324,Mixed,Ugunja,short_rains,70.0,fair,Beans
6.13665,0.129115,11.433133,102.361099,1.706932,Sandy,360.0,20.3,8325.94,0.6279438864165676,1,8809.680825816391,Mixed,Ugunja,short_rains,80.0,fair,Beans
5.617936,0.135232,9.148094,98.508906,1.694063,Sandy,747.0000000000001,20.0,8348.24,2.011929396178042,0,14218.354269574458,Mixed,Ugunja,short_rains,83.0,fair,Millet
6.029548,0.120724,8.389687,133.39711,1.348702,Clayey,837.0000000000001,20.7,7877.32,0.7165329964173113,0,7381.709592886471,Subsistence,Ugunja,short_rains,79.0,fair,Beans
6.096432,0.157021,11.173859,87.773483,1.758262,Loamy,1017.0,20.9,8315.62,0.7217023957145097,0,6801.099938781012,Subsistence,Ugunja,short_rains,79.0,fair,Beans
5.855181,0.13087,5.474872,103.789517,1.47834,Sandy,558.0,21.3,8418.76,0.7957708290089587,0,7881.9324511195555,Subsistence,Ugunja,short_rains,73.0,fair,Beans
6.153996,0.150001,9.62513,95.555395,1.432395,Sandy,1962.0,19.8,8295.09,1.4417623173869394,0,9241.378355874493,Mixed,Ugunja,short_rains,90.0,fair,Beans
6.164898,0.118123,13.072809,104.524697,1.595891,Loamy,558.0,20.2,8036.17,0.9502048001167815,0,8489.812280923757,Subsistence,Ugunja,short_rains,84.0,fair,Beans
6.1422,0.137535,11.545519,96.652281,1.103637,Loamy,702.0,20.6,7951.73,0.7434677529222062,0,7133.895342663498,Subsistence,Ugunja,short_rains,82.0,fair,Beans
6.181154,0.149253,13.166978,98.650902,1.627172,Sandy,270.0,21.3,8413.07,1.9109314340025088,1,13222.24077058206,Progressive,Ugunja,short_rains,79.0,fair,Beans
6.030466,0.125479,11.639147,123.413658,1.802417,Sandy,108.0,21.9,8339.19,1.546482931210891,1,15375.022229311351,Progressive,Ugunja,short_rains,76.0,fair,Beans
5.965902,0.111417,7.790124,104.519339,1.642817,Clayey,459.0,21.6,8055.52,2.3256090801000697,0,13748.728288878074,Mixed,Ugunja,short_rains,82.0,fair,Beans
5.982696,0.126693,8.951544,113.404047,1.676698,Loamy,27.0,22.1,8417.19,1.0732112185723568,1,9810.065269020226,Mixed,Ugunja,short_rains,78.0,fair,Beans
6.298356,0.141319,12.723581,122.205569,1.564582,Sandy,207.0,21.1,8174.13,1.517314083004995,1,10348.126897314702,Mixed,Ugunja,short_rains,79.0,fair,Beans
6.438823,0.145687,11.951475,114.53502,1.667104,Loamy,441.00000000000006,21.1,8326.42,2.377786187884525,0,13302.556880160031,Mixed,Ugunja,short_rains,81.0,fair,Beans
6.273484,0.106148,12.511961,111.113713,1.730327,Loamy,432.0,21.2,7104.4,0.7921950926570128,0,8437.846333969332,Subsistence,Ugunja,short_rains,82.0,low,Beans
5.936876,0.094214,12.066401,97.023766,1.72809,Clayey,108.0,21.6,8226.95,1.1117925612410526,1,8826.660069448375,Mixed,Ugunja,short_rains,74.0,fair,Beans
6.057212,0.102493,11.911602,109.988344,1.695997,Sandy,171.0,21.8,9020.66,2.628073604414184,1,15661.370967359897,Progressive,Ugunja,short_rains,78.0,good,Beans
5.71984,0.152617,6.359032,92.465114,1.583916,Sandy,225.0,21.4,8209.19,1.584345956627084,1,13828.802789766323,Progressive,Ugunja,short_rains,83.0,fair,Millet
6.218942,0.127192,13.346649,101.720269,1.751046,Sandy,288.0,21.9,7964.12,1.450209190197585,1,11653.865629991564,Mixed,Ugunja,short_rains,80.0,fair,Beans
6.046648,0.133556,8.699567,105.564096,1.712447,Loamy,315.0,21.5,8021.8,1.537155569979119,1,11886.02913536278,Mixed,Ugunja,short_rains,79.0,fair,Beans
6.19437,0.158447,9.323673,97.510402,1.649608,Loamy,324.0,22.2,8279.97,2.962318366300303,1,18533.55063729109,Progressive,Ugunja,short_rains,76.0,fair,Beans
6.104249,0.124778,10.207842,123.248847,1.618559,Sandy,1152.0,21.5,8346.94,1.548804370625024,0,12139.727752792449,Mixed,Ugunja,short_rains,83.0,fair,Beans
5.965116,0.146302,8.455544,110.856251,1.661122,Clayey,827.9999999999999,20.9,8245.17,1.6059139000417328,0,9804.100567559151,Mixed,Ugunja,short_rains,82.0,fair,Beans
5.976478,0.173482,13.390503,87.445256,1.557327,Loamy,1854.0,20.0,8018.39,1.554716079214867,0,13079.174067242311,Mixed,Ugunja,short_rains,90.0,fair,Beans
5.974799,0.103742,10.879508,123.920278,1.714772,Loamy,1413.0,19.6,8129.27,0.6768648579489592,0,7146.56328950667,Subsistence,Ugunja,short_rains,90.0,fair,Beans
6.313547,0.107058,11.96436,117.004445,1.680672,Clayey,765.0,20.5,7986.91,2.0367582272870925,0,12696.78862200182,Mixed,Ugunja,short_rains,84.0,fair,Beans
5.775355,0.116108,9.866766,106.893465,1.660101,Clayey,782.9999999999999,19.8,8180.61,1.0232681526556084,0,9259.16199928824,Mixed,Ugunja,short_rains,91.0,fair,Millet
5.567082,0.121573,8.741484,104.800903,1.616358,Sandy,1520.9999999999998,18.7,8489.59,0.813549810788173,0,5017.452263354201,Subsistence,Ugunja,short_rains,95.0,fair,Millet
5.998262,0.113955,7.738217,99.823199,1.850683,Loamy,1773.0,18.8,8480.49,0.6324484149269087,0,7197.7540836293765,Subsistence,Ugunja,short_rains,92.0,fair,Beans
6.345578,0.139216,10.457254,97.642277,1.453271,Clayey,1368.0,19.4,7930.62,0.7045755322513976,0,7384.534406749072,Subsistence,Ugunja,short_rains,88.0,fair,Beans
6.032224,0.133246,8.738281,89.76687,1.562781,Loamy,891.0,20.3,7874.23,0.4818824791880888,0,8410.153992688236,Subsistence,Ugunja,short_rains,81.0,fair,Beans
6.162215,0.100352,9.045213,93.550984,1.688491,Loamy,306.0,20.6,7955.02,0.9203174332649344,1,12620.18970873256,Progressive,Ugunja,short_rains,82.0,fair,Beans
5.995435,0.124517,12.936149,82.255482,1.779367,Sandy,2322.0,20.2,8409.95,1.2510506921660571,0,9668.31609770688,Mixed,Ugunja,short_rains,91.0,fair,Beans
5.85607,0.100146,10.70495,105.189694,1.852418,Loamy,1827.0,20.1,8180.79,2.7233244476844334,0,15778.213353653544,Mixed,Ugunja,short_rains,89.0,fair,Beans
6.086451,0.136311,10.046842,94.190495,1.506418,Clayey,567.0,20.5,7898.97,1.6186211169116935,0,10789.1578459725,Mixed,Ugunja,short_rains,85.0,fair,Beans
5.784907,0.13504,12.807661,82.981188,1.209156,Sandy,522.0,20.7,8290.63,1.7892889433826404,0,11668.609649731578,Mixed,Ugunja,short_rains,83.0,fair,Millet
5.86496,0.08701,11.15435,84.445641,1.509201,Sandy,270.0,21.0,8316.47,3.050423596826105,1,18342.913180580923,Commercial,Ugunja,short_rains,81.0,fair,Beans
5.85001,0.089003,11.625651,87.051773,1.610965,Loamy,567.0,21.3,7948.5,0.3560667258715664,0,6894.489653489051,Subsistence,Ugunja,short_rains,79.0,fair,Beans
