date,sub_county,season,temperature_2m_mean,precipitation_sum,relative_humidity_2m_mean,soil_moisture_0_to_7cm_mean,soil_temperature_0_to_7cm_mean,soil_type,soil_ph_avg,organic_matter_avg,market_retail_avg,market_signal,target_crop,yield_kg_per_ha
2019-03-17,Alego Usonga,long_rains,23.3,2.1,74,0.151,25.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-18,Alego Usonga,long_rains,23.8,0.1,67,0.162,25.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-19,Alego Usonga,long_rains,24.6,0.0,63,0.147,26.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-20,Alego Usonga,long_rains,24.9,0.0,62,0.135,26.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-21,Alego Usonga,long_rains,23.5,11.3,71,0.176,25.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-22,Alego Usonga,long_rains,24.2,0.0,70,0.207,25.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-23,Alego Usonga,long_rains,24.5,0.0,66,0.18,25.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-24,Alego Usonga,long_rains,24.9,0.0,59,0.157,26.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-25,Alego Usonga,long_rains,23.7,1.3,68,0.145,25.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-26,Alego Usonga,long_rains,22.5,3.1,77,0.166,25.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-27,Alego Usonga,long_rains,22.5,4.4,77,0.205,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-28,Alego Usonga,long_rains,21.9,8.1,83,0.276,24.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-29,Alego Usonga,long_rains,22.8,0.1,78,0.274,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-30,Alego Usonga,long_rains,22.6,1.4,82,0.26,24.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-03-31,Alego Usonga,long_rains,22.9,2.3,77,0.263,24.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-01,Alego Usonga,long_rains,22.7,1.4,82,0.256,24.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-02,Alego Usonga,long_rains,22.2,11.0,83,0.336,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-03,Alego Usonga,long_rains,22.3,4.6,83,0.294,24.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-04,Alego Usonga,long_rains,22.8,4.9,80,0.269,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-05,Alego Usonga,long_rains,23.3,2.6,75,0.247,25.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-06,Alego Usonga,long_rains,24.9,0.0,65,0.206,26.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-07,Alego Usonga,long_rains,24.6,2.1,63,0.197,25.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-08,Alego Usonga,long_rains,24.2,0.0,74,0.179,26.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-09,Alego Usonga,long_rains,22.3,8.9,83,0.195,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-10,Alego Usonga,long_rains,21.9,21.3,82,0.282,24.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-11,Alego Usonga,long_rains,22.3,8.4,81,0.277,24.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-12,Alego Usonga,long_rains,22.3,6.0,82,0.284,24.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-13,Alego Usonga,long_rains,22.2,15.0,83,0.289,24.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-14,Alego Usonga,long_rains,22.2,9.6,82,0.35,24.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-15,Alego Usonga,long_rains,21.8,10.6,85,0.363,23.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-16,Alego Usonga,long_rains,22.0,4.1,83,0.337,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-17,Alego Usonga,long_rains,22.0,2.7,82,0.321,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-18,Alego Usonga,long_rains,22.9,0.8,75,0.288,24.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-19,Alego Usonga,long_rains,23.9,0.0,71,0.269,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-20,Alego Usonga,long_rains,23.3,2.6,78,0.245,25.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-21,Alego Usonga,long_rains,23.1,4.4,79,0.254,24.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-22,Alego Usonga,long_rains,21.3,31.9,88,0.398,23.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-23,Alego Usonga,long_rains,20.8,28.7,86,0.418,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-24,Alego Usonga,long_rains,22.6,0.4,74,0.379,23.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-25,Alego Usonga,long_rains,22.6,16.4,79,0.37,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-26,Alego Usonga,long_rains,21.2,24.6,88,0.417,23.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-27,Alego Usonga,long_rains,20.5,16.1,89,0.418,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-28,Alego Usonga,long_rains,21.8,0.9,83,0.384,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-29,Alego Usonga,long_rains,22.6,3.5,81,0.357,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-04-30,Alego Usonga,long_rains,22.7,3.9,81,0.376,24.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-01,Alego Usonga,long_rains,22.0,4.5,84,0.37,24.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-02,Alego Usonga,long_rains,22.2,1.3,83,0.337,24.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-03,Alego Usonga,long_rains,22.2,16.9,84,0.372,24.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-04,Alego Usonga,long_rains,22.8,2.1,81,0.354,24.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-05,Alego Usonga,long_rains,22.1,5.3,86,0.365,24.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-06,Alego Usonga,long_rains,22.7,1.5,81,0.35,24.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-07,Alego Usonga,long_rains,22.7,3.8,81,0.32,24.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-08,Alego Usonga,long_rains,21.4,16.2,87,0.393,23.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-09,Alego Usonga,long_rains,21.1,16.6,87,0.387,23.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-10,Alego Usonga,long_rains,21.6,11.4,84,0.397,23.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-11,Alego Usonga,long_rains,21.7,20.1,86,0.409,23.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-12,Alego Usonga,long_rains,21.3,10.5,88,0.407,23.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-13,Alego Usonga,long_rains,21.1,22.7,87,0.416,23.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-14,Alego Usonga,long_rains,21.7,0.6,84,0.388,23.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-15,Alego Usonga,long_rains,22.0,5.2,84,0.39,23.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-16,Alego Usonga,long_rains,22.0,8.7,85,0.367,23.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-17,Alego Usonga,long_rains,21.9,6.7,85,0.388,23.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-18,Alego Usonga,long_rains,21.3,15.7,87,0.415,23.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-19,Alego Usonga,long_rains,20.7,14.1,87,0.419,23.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-20,Alego Usonga,long_rains,21.0,6.7,86,0.419,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-21,Alego Usonga,long_rains,21.6,9.2,81,0.401,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-22,Alego Usonga,long_rains,21.8,9.8,84,0.385,23.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-23,Alego Usonga,long_rains,21.1,32.1,86,0.427,23.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-24,Alego Usonga,long_rains,20.5,15.2,89,0.426,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-25,Alego Usonga,long_rains,21.4,2.9,83,0.395,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-26,Alego Usonga,long_rains,20.8,12.4,88,0.418,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-27,Alego Usonga,long_rains,21.1,6.5,86,0.411,23.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-28,Alego Usonga,long_rains,20.5,8.1,89,0.416,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-29,Alego Usonga,long_rains,20.9,15.4,86,0.421,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-30,Alego Usonga,long_rains,21.3,3.0,84,0.406,23.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-05-31,Alego Usonga,long_rains,20.9,11.7,85,0.418,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-01,Alego Usonga,dry,20.8,1.9,84,0.397,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-02,Alego Usonga,dry,21.2,0.8,81,0.373,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-03,Alego Usonga,dry,20.4,6.9,88,0.388,22.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-04,Alego Usonga,dry,20.8,2.2,86,0.383,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-05,Alego Usonga,dry,21.2,0.9,82,0.363,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-06,Alego Usonga,dry,21.0,6.2,86,0.4,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-07,Alego Usonga,dry,20.6,10.7,86,0.418,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-08,Alego Usonga,dry,20.3,14.6,87,0.416,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-09,Alego Usonga,dry,20.4,7.3,87,0.41,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-10,Alego Usonga,dry,20.5,3.7,84,0.388,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-11,Alego Usonga,dry,20.2,20.7,86,0.395,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-12,Alego Usonga,dry,20.6,5.1,86,0.417,21.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-13,Alego Usonga,dry,20.9,1.7,86,0.405,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-14,Alego Usonga,dry,21.1,1.9,83,0.392,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-15,Alego Usonga,dry,20.7,4.6,84,0.397,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-16,Alego Usonga,dry,20.9,0.3,82,0.378,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-17,Alego Usonga,dry,20.9,8.5,83,0.38,22.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-18,Alego Usonga,dry,21.2,0.8,80,0.379,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-19,Alego Usonga,dry,21.3,0.5,80,0.359,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-20,Alego Usonga,dry,21.2,1.7,80,0.343,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-21,Alego Usonga,dry,21.2,0.4,82,0.331,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-22,Alego Usonga,dry,20.4,5.4,87,0.328,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-23,Alego Usonga,dry,20.5,3.0,85,0.349,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-24,Alego Usonga,dry,21.4,0.1,79,0.324,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-25,Alego Usonga,dry,20.8,16.2,86,0.385,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-26,Alego Usonga,dry,20.0,9.5,89,0.4,21.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-27,Alego Usonga,dry,20.4,12.6,88,0.414,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-28,Alego Usonga,dry,20.2,11.8,88,0.419,21.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-29,Alego Usonga,dry,20.7,8.1,84,0.404,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-06-30,Alego Usonga,dry,20.7,4.4,85,0.416,21.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-01,Alego Usonga,dry,20.9,0.1,77,0.39,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-02,Alego Usonga,dry,21.6,0.1,79,0.371,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-03,Alego Usonga,dry,21.2,3.6,82,0.361,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-04,Alego Usonga,dry,20.7,11.0,85,0.4,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-05,Alego Usonga,dry,21.0,0.4,80,0.386,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-06,Alego Usonga,dry,21.0,7.9,84,0.387,22.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-07,Alego Usonga,dry,21.0,12.8,83,0.4,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-08,Alego Usonga,dry,20.9,3.3,82,0.383,22.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-09,Alego Usonga,dry,20.5,3.2,87,0.367,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-10,Alego Usonga,dry,20.3,9.6,88,0.398,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-11,Alego Usonga,dry,21.1,0.1,80,0.374,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-12,Alego Usonga,dry,20.1,5.2,85,0.365,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-13,Alego Usonga,dry,19.3,16.2,87,0.419,20.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-14,Alego Usonga,dry,20.4,0.1,78,0.383,21.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-15,Alego Usonga,dry,20.2,9.7,85,0.406,21.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-16,Alego Usonga,dry,20.3,10.8,85,0.416,21.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-17,Alego Usonga,dry,20.6,1.7,79,0.387,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-18,Alego Usonga,dry,20.8,2.7,80,0.394,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-19,Alego Usonga,dry,20.5,5.2,84,0.384,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-20,Alego Usonga,dry,20.6,2.4,83,0.385,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-21,Alego Usonga,dry,20.2,5.7,84,0.388,21.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-22,Alego Usonga,dry,19.9,17.6,87,0.398,21.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-23,Alego Usonga,dry,20.3,0.7,82,0.391,21.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-24,Alego Usonga,dry,20.5,1.5,83,0.374,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-25,Alego Usonga,dry,21.1,0.0,74,0.354,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-26,Alego Usonga,dry,21.2,0.0,73,0.339,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-27,Alego Usonga,dry,20.9,0.4,80,0.33,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-28,Alego Usonga,dry,20.8,0.8,82,0.326,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-29,Alego Usonga,dry,20.9,0.0,77,0.324,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-30,Alego Usonga,dry,20.6,0.0,77,0.308,21.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-07-31,Alego Usonga,dry,20.0,2.8,86,0.308,21.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-01,Alego Usonga,dry,20.5,2.6,84,0.328,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-02,Alego Usonga,dry,21.2,0.2,76,0.327,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-03,Alego Usonga,dry,21.0,1.8,81,0.317,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-04,Alego Usonga,dry,21.0,0.0,77,0.296,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-05,Alego Usonga,dry,20.7,0.1,81,0.276,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-06,Alego Usonga,dry,21.4,0.0,77,0.265,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-07,Alego Usonga,dry,22.2,0.0,72,0.248,23.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-08,Alego Usonga,dry,21.4,6.3,78,0.259,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-09,Alego Usonga,dry,21.3,1.8,83,0.269,22.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-10,Alego Usonga,dry,20.1,19.1,87,0.352,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-11,Alego Usonga,dry,20.3,1.4,83,0.345,21.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-12,Alego Usonga,dry,20.7,0.7,82,0.329,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-13,Alego Usonga,dry,20.9,1.6,81,0.328,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-14,Alego Usonga,dry,21.0,0.5,79,0.316,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-15,Alego Usonga,dry,21.3,1.7,77,0.315,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-16,Alego Usonga,dry,20.9,4.0,80,0.296,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-17,Alego Usonga,dry,21.0,3.0,78,0.282,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-18,Alego Usonga,dry,21.1,1.3,80,0.284,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-19,Alego Usonga,dry,21.3,3.6,79,0.276,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-20,Alego Usonga,dry,20.9,7.1,83,0.289,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-21,Alego Usonga,dry,20.5,1.8,83,0.344,22.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-22,Alego Usonga,dry,20.9,2.1,80,0.335,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-23,Alego Usonga,dry,20.8,3.8,79,0.332,22.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-24,Alego Usonga,dry,21.5,0.4,76,0.314,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-25,Alego Usonga,dry,21.6,2.2,75,0.284,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-26,Alego Usonga,dry,20.4,17.7,87,0.374,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-27,Alego Usonga,dry,20.3,10.5,85,0.369,21.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-28,Alego Usonga,dry,20.4,5.0,84,0.365,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-29,Alego Usonga,dry,20.7,7.6,82,0.363,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-30,Alego Usonga,dry,21.0,2.5,83,0.323,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-08-31,Alego Usonga,dry,20.1,8.0,88,0.358,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-01,Alego Usonga,dry,20.7,0.0,82,0.348,21.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-02,Alego Usonga,dry,21.0,7.7,82,0.328,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-03,Alego Usonga,dry,20.9,8.5,83,0.351,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-04,Alego Usonga,dry,21.4,1.8,81,0.344,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-05,Alego Usonga,dry,21.4,10.2,80,0.334,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-06,Alego Usonga,dry,21.6,2.0,80,0.341,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-07,Alego Usonga,dry,21.5,1.7,79,0.319,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-08,Alego Usonga,dry,21.0,10.4,81,0.309,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-09,Alego Usonga,dry,21.2,0.9,76,0.293,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-10,Alego Usonga,dry,21.2,3.1,78,0.277,22.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-11,Alego Usonga,dry,20.6,5.1,85,0.294,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-12,Alego Usonga,dry,21.1,11.4,83,0.347,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-13,Alego Usonga,dry,21.1,1.0,80,0.318,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-14,Alego Usonga,dry,21.2,6.3,84,0.349,22.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-15,Alego Usonga,dry,21.6,1.4,79,0.337,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-16,Alego Usonga,dry,22.5,0.0,74,0.302,23.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-17,Alego Usonga,dry,22.1,2.1,74,0.279,23.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-18,Alego Usonga,dry,21.4,2.5,79,0.278,23.1,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-19,Alego Usonga,dry,22.3,0.4,73,0.266,23.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-20,Alego Usonga,dry,22.3,0.2,75,0.247,23.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-21,Alego Usonga,dry,21.6,3.5,79,0.246,23.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-22,Alego Usonga,dry,21.8,1.5,77,0.235,23.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-23,Alego Usonga,dry,22.4,2.2,73,0.237,23.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-24,Alego Usonga,dry,22.4,1.5,71,0.226,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-25,Alego Usonga,dry,22.2,3.2,74,0.223,23.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-26,Alego Usonga,dry,21.7,8.2,80,0.244,23.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-27,Alego Usonga,dry,20.6,18.9,85,0.309,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-28,Alego Usonga,dry,21.6,0.2,78,0.274,23.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-29,Alego Usonga,dry,21.5,8.1,81,0.263,23.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-09-30,Alego Usonga,dry,20.6,25.4,86,0.371,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-01,Alego Usonga,short_rains,20.5,3.4,84,0.322,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-02,Alego Usonga,short_rains,21.0,8.3,84,0.362,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-03,Alego Usonga,short_rains,21.5,4.5,81,0.336,22.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-04,Alego Usonga,short_rains,21.2,5.5,83,0.339,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-05,Alego Usonga,short_rains,20.8,8.2,84,0.354,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-06,Alego Usonga,short_rains,20.3,19.6,86,0.394,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-07,Alego Usonga,short_rains,21.0,8.3,83,0.39,22.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-08,Alego Usonga,short_rains,21.4,9.8,83,0.38,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-09,Alego Usonga,short_rains,21.7,2.9,78,0.348,23.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-10,Alego Usonga,short_rains,21.4,2.4,82,0.361,23.0,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-11,Alego Usonga,short_rains,21.3,11.2,85,0.376,22.8,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-12,Alego Usonga,short_rains,20.8,45.8,87,0.405,22.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-13,Alego Usonga,short_rains,20.6,15.3,86,0.408,22.3,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-14,Alego Usonga,short_rains,20.4,12.6,88,0.411,21.9,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-15,Alego Usonga,short_rains,21.5,1.8,81,0.395,22.6,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-16,Alego Usonga,short_rains,21.1,21.4,85,0.402,22.7,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-17,Alego Usonga,short_rains,20.7,22.3,86,0.413,22.2,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-18,Alego Usonga,short_rains,20.0,10.3,87,0.418,21.4,loam,6.5,2.1,73.75,fair,Maize,3200.0
2019-10-19,Alego Usonga,short_rains,20.1,20.6,88,0.416,21.5,loam,6.5,2.1,73.75,fair,Maize,3200.0
